K,n,min_support,max_support,beta,avg_row_support,s_eff,rate,rep,predictor,loss
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,7,add-one,2.1159663826900137
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,7,add-half,1.8596150577859638
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,7,adaptive,1.1689128533468374
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,7,cesaro,1.5108675330671624
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,7,support-oracle,0.16793904711489116
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,8,MLE,16.263673887317182
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,8,add-one,1.6973088256159974
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,8,add-half,1.6101895323857816
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,8,adaptive,1.6261332240769517
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,8,cesaro,1.5694696924106069
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,8,support-oracle,0.1875275270950165
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,9,MLE,7.248801896427012
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,9,add-one,1.9083188559246194
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,9,add-half,1.6577980325034292
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,9,adaptive,1.2500484735031385
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,9,cesaro,1.4515518000857033
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,9,support-oracle,0.3611158300732257
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,10,MLE,6.376006406301384
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,10,add-one,2.1056828519401236
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,10,add-half,1.77296652486832
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,10,adaptive,1.1881648338951454
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,10,cesaro,1.3492815627813122
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,10,support-oracle,0.33788199957899734
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,11,MLE,15.941002230388674
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,11,add-one,0.9589161771032487
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,11,add-half,0.9222271326068247
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,11,adaptive,1.0240749532950046
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,11,cesaro,1.0697752275503103
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,11,support-oracle,0.1435577786087171
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,12,MLE,16.467107323889586
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,12,add-one,0.9906912182183505
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,12,add-half,0.9591211041623188
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,12,adaptive,1.1043702755264806
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,12,cesaro,1.149638047214587
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,12,support-oracle,0.16243324466153358
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,13,MLE,14.438066428130496
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,13,add-one,1.3757192893181405
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,13,add-half,1.292220012147123
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,13,adaptive,1.335048447856387
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,13,cesaro,1.338862910112929
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,13,support-oracle,0.22586858569723495
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,14,MLE,4.230280089670559
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,14,add-one,2.0712861964050884
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,14,add-half,1.7519233966943206
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,14,adaptive,0.9051863217697326
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,14,cesaro,1.1886391523368773
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,14,support-oracle,0.15929260257660166
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,15,MLE,16.15218346630265
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,15,add-one,1.1129986835791505
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,15,add-half,1.0817084205409075
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,15,adaptive,1.3025902341232496
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,15,cesaro,1.1658448747455472
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,15,support-oracle,0.2550298473564394
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,16,MLE,13.211067495000986
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,16,add-one,1.3613351856955513
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,16,add-half,1.262830678902017
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,16,adaptive,1.2204914844764896
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,16,cesaro,1.3353916745062453
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,16,support-oracle,0.19647925245212902
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,17,MLE,16.82656852607339
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,17,add-one,1.0481476793673217
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,17,add-half,1.0181253936176273
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,17,adaptive,1.2035912427688567
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,17,cesaro,1.283861855830741
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,17,support-oracle,0.18439626243649265
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,18,MLE,8.67807294805109
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,18,add-one,1.5469615452966927
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,18,add-half,1.3655108453247096
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,18,adaptive,1.0705486558140849
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,18,cesaro,1.2613804029159463
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,18,support-oracle,0.18281543944605866
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,19,MLE,13.292070495253924
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,19,add-one,0.8330004430731791
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,19,add-half,0.8004245339176819
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,19,adaptive,0.8813236687986674
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,19,cesaro,0.980534239236388
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,19,support-oracle,0.2025875331620618
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,20,MLE,13.952818744677046
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,20,add-one,1.396847372291169
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,20,add-half,1.305726754627605
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,20,adaptive,1.3431722074398338
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,20,cesaro,1.464803809965721
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,20,support-oracle,0.2466453047161303
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,21,MLE,15.857252070484439
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,21,add-one,1.1644619560381657
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,21,add-half,1.1086436622386322
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,21,adaptive,1.1711060655793997
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,21,cesaro,1.347153558289855
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,21,support-oracle,0.14462152754328741
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,22,MLE,12.512113343222765
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,22,add-one,0.9457043467575852
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,22,add-half,0.8895031137433616
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,22,adaptive,0.9220611648294349
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,22,cesaro,1.0404521695144275
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,22,support-oracle,0.19635593318341638
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,23,MLE,0.12177727438316696
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,23,add-one,2.117313068977014
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,23,add-half,1.68840114978872
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,23,adaptive,0.4376947863952192
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,23,cesaro,0.6780642291469902
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,23,support-oracle,0.07896323735461927
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,24,MLE,14.401920759261737
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,24,add-one,1.0939136941665746
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,24,add-half,1.03599216738766
